Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Find EPI Doctors Near You,Doctor Locator Tool,Provides a form for users to search for EPI doctors by ZIP code.,C,1,Custom functionality with form handling and potential API integration.,https://www.identifyepi.com/find-an-epi-doctor,doctor_locator_tool,Search form with ZIP input,No direct match found in the catalog.,screenshots/blocks/doctor_locator_tool__default.png
Find EPI Doctors Near You,Additional Information,Displays additional information and tips for users.,S,1,Static content with basic styling.,https://www.identifyepi.com/find-an-epi-doctor,additional_info,Informational block,Consider if a general informational block exists.,screenshots/blocks/additional_info__default.png
Click To View &#34;Moving Forward With EPI Treatment&#34; Video Transcript,Transcript Content,Contains the main transcript text and related content for the video.,M,1,Structured content presentation with potential for interactive elements.,https://www.identifyepi.com/epi-videos/moving-forward-with-epi-treatment-transcript,transcript_content,Content section,May include accessibility considerations for video transcripts.,screenshots/blocks/transcript_content__default.png
Site Map | EPI Information for HCPs,Site Map Links,Displays a list of links organized by categories for the site map.,M,1,Organized link structure requiring categorization.,https://www.identifyepi.com/hcp/site-map,sitemap_links,Site map,Not matched in AEM catalog.,screenshots/blocks/sitemap_links__default.png
EPI Educational Videos | Information for HCPs,Video Highlights,Highlights specific videos with thumbnails and titles.,M,1,Requires thumbnail generation and dynamic content updating.,https://www.identifyepi.com/hcp/epi-stories/for-your-patients?ftvid=6258803495001,video_highlights,Highlights,Mapped to the AEM catalog entry 'Video'.,screenshots/blocks/video_highlights__default.png
EPI Educational Videos | Information for HCPs,Practice Videos,Section showcasing educational videos targeted at healthcare professionals.,M,1,Video embedding with performance optimizations.,https://www.identifyepi.com/hcp/epi-stories,videos_for_practice,Video Section,Mapped to Video block with appropriate performance features.,screenshots/blocks/videos_for_practice__default.png
EPI Educational Videos | Information for HCPs,Patient Videos,Section providing videos to help patients understand EPI.,M,1,Similar to Practice Videos but tailored for patients.,https://www.identifyepi.com/hcp/epi-stories,videos_for_patients,Video Section,"Mapped to Video block, ensuring patient-focused content.",screenshots/blocks/videos_for_patients__default.png
EPI Educational Videos | Information for HCPs,Bottom Call-to-Action,Encourages users to learn more about diagnosing EPI.,S,2,Simple call-to-action with links.,https://www.identifyepi.com/hcp/epi-stories,bottom_cta,Call-to-Action,Could be mapped to a call-to-action block if available.,screenshots/blocks/bottom_cta__default.png
Pancreatic Disease Resources for Patients with EPI,Sign-Up Section,Encourages users to sign up for a free resource.,M,1,Includes form handling and potential integration.,https://www.identifyepi.com/pancreatic-disease-resources,signup_section,Subscription form,Ensure compliance with GDPR/CCPA.,screenshots/blocks/signup_section__default.png
Pancreatic Disease Resources for Patients with EPI,General Resources,Lists resources and links for general information.,S,1,Static links and text content.,https://www.identifyepi.com/pancreatic-disease-resources,general_resources,Resource list,May include external URLs.,screenshots/blocks/general_resources__default.png
Pancreatic Disease Resources for Patients with EPI,Pancreatic Disease Resources,Provides specific resources for pancreatic conditions.,M,1,Includes dynamic content and potential categorization.,https://www.identifyepi.com/pancreatic-disease-resources,pancreatic_resources,Resource categories,May involve filtering or sorting options.,screenshots/blocks/pancreatic_resources__default.png
EPI Etiology: Underlying Conditions And Procedures,Etiology Introduction,Introduces EPI etiologies with heading and text.,S,1,Static content presentation.,https://www.identifyepi.com/hcp/epi-underlying-conditions,etiology_intro,Introduction section,No direct match in the catalog.,screenshots/blocks/etiology_intro__default.png
EPI Etiology: Underlying Conditions And Procedures,Etiology Causes,Displays EPI causes in a column layout with images and descriptions.,M,1,Includes images and structured layout.,https://www.identifyepi.com/hcp/epi-underlying-conditions,etiology_causes,Content grid,Could be mapped to a card or grid block.,screenshots/blocks/etiology_causes__default.png
EPI Etiology: Underlying Conditions And Procedures,Accordion Conditions,Interactive accordion detailing EPI-related conditions.,C,1,Interactive component with potential for extensive content.,https://www.identifyepi.com/hcp/epi-underlying-conditions,accordion_conditions,Accordion,Matches the Accordion block in the catalog.,screenshots/blocks/accordion_conditions__default.png
sitemap,Header Logo,Displays the site logo with a link to the homepage.,S,1,Simple logo rendering with a link.,https://www.identifyepi.com/sitemap,header_logo,Logo,No exact match in AEM catalog.,screenshots/blocks/header_logo__default.png
"Your EPI Diet – What Foods to Eat, Avoid &amp; More",Diet and Lifestyle Intro,Introduces the topic of diet and lifestyle adjustments for EPI.,S,1,Simple introductory text and supporting visuals.,https://www.identifyepi.com/diet-and-lifestyle,diet_lifestyle_intro,Introductory section,Provides context for the page's content.,screenshots/blocks/diet_lifestyle_intro__default.png
"Your EPI Diet – What Foods to Eat, Avoid &amp; More",Digestion Section,Explains how EPI affects digestion and provides dietary recommendations.,M,1,Contains detailed content and potentially interactive elements.,https://www.identifyepi.com/diet-and-lifestyle,digestion_section,Content section,Focuses on educational content related to digestion.,screenshots/blocks/digestion_section__default.png
"Your EPI Diet – What Foods to Eat, Avoid &amp; More",Diet Tips,Offers specific dietary tips and considerations for EPI patients.,M,1,Interactive accordion for organizing tips and recommendations.,https://www.identifyepi.com/diet-and-lifestyle,diet_tips,Accordion-style tips,Improves content accessibility and organization.,screenshots/blocks/diet_tips__default.png
EPI Resources for HCPs,CF Commitment Section,Highlights AbbVie's commitment to cystic fibrosis patients.,M,1,Feature section with styled content.,https://www.identifyepi.com/hcp/epi-resources,cf_commitment_section,Informational Section,No exact match found in the catalog.,screenshots/blocks/cf_commitment_section__default.png
Signs and Symptoms of Exocrine Pancreatic Insufficiency in Humans,References Section,Lists content references and sources.,S,1,Simple tabular data display.,https://www.identifyepi.com/epi-symptoms,references,Reference table,Ensures citation transparency.,screenshots/blocks/references__default.png
Pancreatic Enzyme Secretion | EPI Digestion Info for HCPs,Pancreas Roles Section,Explains pancreas roles with tabbed content.,M,1,Tabbed content requires interactive functionality.,https://www.identifyepi.com/hcp/digestive-pancreatic-enzymes,content_section_pancreas_roles,Tabbed content,Ensure tabs are accessible and responsive.,screenshots/blocks/content_section_pancreas_roles__default.png
Pancreatic Enzyme Secretion | EPI Digestion Info for HCPs,Pancreatic Enzymes Section,Details types and functions of pancreatic enzymes.,S,1,Static content with basic layout.,https://www.identifyepi.com/hcp/digestive-pancreatic-enzymes,content_section_pancreatic_enzymes,Informational content,Ensure clear typography for medical details.,screenshots/blocks/content_section_pancreatic_enzymes__default.png
Pancreatic Enzyme Secretion | EPI Digestion Info for HCPs,Enzyme Secretion Section,Illustrates enzyme secretion levels and impacts.,S,1,Static visual representation of data.,https://www.identifyepi.com/hcp/digestive-pancreatic-enzymes,content_section_enzyme_secretion,Data visualization,Consider dynamic graphs if data updates frequently.,screenshots/blocks/content_section_enzyme_secretion__default.png
Managing &amp; Treating EPI With PERT | Information for HCPs,Management Plan,Highlights the comprehensive management plan for EPI.,M,1,Includes structured information layout.,https://www.identifyepi.com/hcp/treating-epi-with-pert,management_plan,Content block,No direct catalog match found.,screenshots/blocks/management_plan__default.png
Managing &amp; Treating EPI With PERT | Information for HCPs,Standard of Care,Details the standard treatment for EPI with PERT.,M,1,Requires detailed information display.,https://www.identifyepi.com/hcp/treating-epi-with-pert,standard_of_care,Content block,No direct catalog match found.,screenshots/blocks/standard_of_care__default.png
Managing &amp; Treating EPI With PERT | Information for HCPs,Dosing Guidelines,Explains PERT dosing based on patient weight.,M,1,Includes interactive or detailed guidelines.,https://www.identifyepi.com/hcp/treating-epi-with-pert,dosing_guidelines,Content block,No direct catalog match found.,screenshots/blocks/dosing_guidelines__default.png
Managing &amp; Treating EPI With PERT | Information for HCPs,Adjustment Guidelines,Provides information on adjusting PERT dosage.,M,1,May involve dynamic content or calculations.,https://www.identifyepi.com/hcp/treating-epi-with-pert,adjustment_guidelines,Content block,No direct catalog match found.,screenshots/blocks/adjustment_guidelines__default.png
Challenges of Diagnosing EPI | Info for HCPs,Below Header Introduction,Introduces the challenges of diagnosing EPI.,S,1,Static content block with a title.,https://www.identifyepi.com/hcp/epi-diagnosis-challenges,below_header_intro,Introduction text,No match in catalog.,screenshots/blocks/below_header_intro__default.png
Challenges of Diagnosing EPI | Info for HCPs,Challenge Factors,Explains specific challenges in diagnosing EPI.,M,1,Content block with multiple elements explaining challenges.,https://www.identifyepi.com/hcp/epi-diagnosis-challenges,challenge_factors,Content section,No match in catalog.,screenshots/blocks/challenge_factors__default.png
Challenges of Diagnosing EPI | Info for HCPs,Spotlight Video,Features a video with tips for diagnosing EPI.,M,1,Video embedding and styling.,https://www.identifyepi.com/hcp/epi-diagnosis-challenges,spotlight_video,Video spotlight,Matched with 'Video' in catalog.,screenshots/blocks/spotlight_video__default.png
Challenges of Diagnosing EPI | Info for HCPs,Symptom Timeline,Illustrates the average time from symptom onset to treatment.,C,1,Interactive timeline with data visualization.,https://www.identifyepi.com/hcp/epi-diagnosis-challenges,symptom_timeline,Timeline chart,No match in catalog.,screenshots/blocks/symptom_timeline__default.png
Challenges of Diagnosing EPI | Info for HCPs,Telemedicine Video,Highlights a video discussing telemedicine insights.,M,1,Video embedding and styling.,https://www.identifyepi.com/hcp/epi-diagnosis-challenges,telemedicine_video,Video content,Matched with 'Video' in catalog.,screenshots/blocks/telemedicine_video__default.png
Site Map | IdentifyEPI.com,Header Utility Nav,Provides utility links like sponsored content and HCP site.,M,1,Includes external links and potential accessibility considerations.,https://www.identifyepi.com/site-map,header_utility_navigation,Utility strip,No direct match in catalog.,screenshots/blocks/header_utility_navigation__default.png
Site Map | IdentifyEPI.com,Site Map Content,Categorized site map links.,M,1,Structured content with multiple categories.,https://www.identifyepi.com/site-map,site_map_content,Content map,No direct match in catalog.,screenshots/blocks/site_map_content__default.png
