Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
How to Apply | AbbVie,Footer Links,Footer section with navigation and utility links.,M,1,Includes dynamic content fetching and styling.,https://www.abbvie.com/science/independent-educational-grants/how-to-apply.html,footer_links,Footer navigation,Matched to catalog entry for 'Footer'.
Brand Partnerships | AbbVie,Global Utility Strip,"Quick access to contact, subscription, and group site links.",S,1,Limited functions and straightforward implementation.,https://www.abbvie.com/who-we-are/brand-partnerships.html,global_utility_strip,Utility strip,No exact match found in the catalog.
Brand Partnerships | AbbVie,Primary Navigation,Main site navigation with links to major sections.,M,1,Requires accessible deep navigation structure.,https://www.abbvie.com/who-we-are/brand-partnerships.html,primary_navigation,Main navigation,No exact match found in the catalog.
Brand Partnerships | AbbVie,Hero Section,Prominent section with a large image and key message.,M,1,Requires integration of large visual assets and responsive design.,https://www.abbvie.com/who-we-are/brand-partnerships.html,hero_section,Hero section,Matched with Hero in the catalog.
Brand Partnerships | AbbVie,Content Column One,Displays introductory text and a button linking to more information.,S,1,Simple text and button implementation.,https://www.abbvie.com/who-we-are/brand-partnerships.html,content_column_one,Content column,No exact match found in the catalog.
Brand Partnerships | AbbVie,Content Column Two,Highlights a featured story with an image and description.,M,1,Combines text and image with layout considerations.,https://www.abbvie.com/who-we-are/brand-partnerships.html,content_column_two,Featured story,No exact match found in the catalog.
Areas of Focus | AbbVie,Global Utility Strip,"Provides quick access links to contact, subscribe, and other utilities.",S,1,Simple navigation links without advanced functionality.,https://www.abbvie.com/science/areas-of-focus.html,global_utility_strip,Utility strip,Could be mapped to a utility block if further details are provided.
Areas of Focus | AbbVie,Primary Navigation,Main site navigation for key sections.,M,1,Potentially includes dropdown menus and multi-level navigation.,https://www.abbvie.com/science/areas-of-focus.html,primary_navigation,Main navigation,Requires deeper analysis for potential catalog mapping.
Areas of Focus | AbbVie,Hero Section,Prominent introductory section with a large image and heading.,M,1,"Includes image, heading, and potentially dynamic content.",https://www.abbvie.com/science/areas-of-focus.html,hero_section,Hero,Mapped to the 'Hero' block in the AEM catalog.
Areas of Focus | AbbVie,Areas of Focus Section,Highlights specific areas of focus with links and descriptions.,M,1,Includes links and descriptions which may require custom styling or interactivity.,https://www.abbvie.com/science/areas-of-focus.html,areas_of_focus_section,Focus area highlights,No direct mapping found in the current AEM catalog.
Genomics | AbbVie,Global Header,Provides site-wide navigation and branding.,M,1,Involves accessibility considerations and responsive design for navigation.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,global_header,Utility strip,No direct match found in catalog.
Genomics | AbbVie,Hero Section,Introduces the page with a visually prominent section.,S,1,Basic structure with image and heading.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,hero_section,Hero banner,Matched to 'Hero' block in catalog.
Genomics | AbbVie,Primary Navigation,Facilitates site-wide link access.,M,1,Requires deep navigation and accessibility compliance.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,primary_navigation,Main navigation,No direct match found in catalog.
Genomics | AbbVie,Content Introduction,Provides an overview of the page's focus.,S,1,Simple text-based structure.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,content_intro,Introductory text,No direct match found in catalog.
Genomics | AbbVie,Card Grid,Displays key stories or features in a grid layout.,M,1,Involves responsive design and interactive elements.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,card_grid,Card layout,Matched to 'Cards' block in catalog.
Genomics | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Basic button functionality.,https://www.abbvie.com/science/areas-of-innovation/genomics.html,back_to_top,Utility button,No direct match found in catalog.
Requestor Training Guide | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Minimal complexity due to lack of dynamic elements.,https://www.abbvie.com/science/independent-educational-grants/requestor-training-guide.html,global_utility_strip,Utility strip,No matching AEM catalog block found.
Requestor Training Guide | AbbVie,Primary Navigation,Main navigation menu for the website.,M,1,Moderate complexity due to navigation structure depth.,https://www.abbvie.com/science/independent-educational-grants/requestor-training-guide.html,primary_navigation,Main navigation,No matching AEM catalog block found.
Allergan Aesthetics | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Limited to basic navigation and link accessibility.,https://www.abbvie.com/join-us/opportunities/allergan-aesthetics.html,global_utility_strip,Utility strip,No direct match in AEM catalog.
Allergan Aesthetics | AbbVie,Primary Navigation,Main site navigation including dropdown menus for site sections.,M,1,Includes dropdown menus and hierarchical navigation.,https://www.abbvie.com/join-us/opportunities/allergan-aesthetics.html,primary_navigation,Main navigation,No direct match in AEM catalog.
How AbbVie makes medications more accessible | AbbVie,Global Utility Strip,"Provides quick access links like contact, subscribe, and group sites.",S,1,Limited scope with basic links and navigation.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,global_utility_strip,Utility strip,Could be standardized with other utility navigation components.
How AbbVie makes medications more accessible | AbbVie,Primary Navigation,Main navigation bar with mega-menu functionality.,C,1,Complex navigation with multiple levels and features.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,primary_navigation,Main navigation,Requires accessibility considerations for dropdowns and keyboard navigation.
How AbbVie makes medications more accessible | AbbVie,Main Content Introduction,Displays introductory text and links summarizing the page.,M,1,Moderate scope with text and link formatting.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,main_content_intro,Introductory section,Could be enhanced with dynamic content or personalization.
How AbbVie makes medications more accessible | AbbVie,Main CTA Button,Primary call-to-action button for page navigation.,S,1,Simple button functionality with potential styling.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,main_cta_button,Call-to-action,Ensure clear labeling and accessibility for all users.
How AbbVie makes medications more accessible | AbbVie,Featured Card Grid,Grid layout displaying featured stories or sections.,C,1,Complex layout with potential for interactive elements.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,featured_card_grid,Card grid,May require responsive design and dynamic content loading.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility navigation with minimal interactivity.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,global_utility_strip,Utility strip,No exact match found in the AEM catalog.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Primary Navigation,Main site navigation with links to key sections.,C,1,Deep navigation structure with potential for accessibility and responsive design complexities.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,primary_navigation,Main navigation,No exact match found in the AEM catalog.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Hero Section,Highlights the main story with an image and title.,M,1,"Includes a large image and heading, requiring CSS for positioning and styling.",https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,hero_section,Hero section,Matched with Hero block in the AEM catalog.
AbbVies 2024 Working Parents Finding Purpose in Adversity | AbbVie,Main Content,Contains the primary content of the page.,M,1,Primary content container with potential for rich content and embedded elements.,https://www.abbvie.com/who-we-are/our-stories/abbvies-2024-working-parents-finding-purpose-in-adversity.html,main_content,Content container,No exact match found in the AEM catalog.
Investigator-Initiated Studies | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and other utility links.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,global_utility_strip,default,templateIds: tpl_61
Investigator-Initiated Studies | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,primary_navigation,default,templateIds: tpl_61
Investigator-Initiated Studies | AbbVie,Card Grid,Displays a grid of cards with images and text for featured content.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/science/clinical-trials/investigator-initiated-studies.html,card_grid,default,templateIds: tpl_61
Learning &amp; Development | AbbVie,Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple structure and functionality for navigation links.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,global_utility_strip,Utility strip,Could not find a direct match in the AEM catalog.
Learning &amp; Development | AbbVie,Main Navigation,Main navigation menu for site sections and pages.,M,1,Includes hierarchical navigation and potential accessibility requirements.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,primary_navigation,Primary navigation,Could not find a direct match in the AEM catalog.
Learning &amp; Development | AbbVie,Hero Section,Prominent introductory section with a large image and heading.,M,1,Prominent visual and functional role in page layout.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,hero_section,Hero with image and text,Mapped to the 'Hero' block in the AEM catalog.
Learning &amp; Development | AbbVie,Call to Action Section,Encourages users to explore more about the topic.,M,1,Requires user engagement and potentially dynamic content.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,cta_section,Call to Action,Could not find a direct match in the AEM catalog.
Learning &amp; Development | AbbVie,Card Grid,Displays a grid of cards with images and text for featured content.,M,1,Involves grid layout and responsive design.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,card_grid,Card grid layout,Mapped to the 'Cards' block in the AEM catalog.
Learning &amp; Development | AbbVie,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple functionality for user convenience.,https://www.abbvie.com/join-us/life-at-abbvie/learning-and-development.html,back_to_top,Scroll to top,Could not find a direct match in the AEM catalog.
Request Types | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility links without deep functionality.,https://www.abbvie.com/science/independent-educational-grants/request-types.html,global_utility_strip,Utility strip,No matching block found in the AEM catalog.
Request Types | AbbVie,Primary Navigation,"Main navigation menu for the site, including dropdowns for sections.",C,1,Complex dropdown navigation structure.,https://www.abbvie.com/science/independent-educational-grants/request-types.html,primary_navigation,Main navigation,No matching block found in the AEM catalog.
Request Types | AbbVie,Main Content Section,"Contains the primary content of the page, including text and links.",M,1,Moderate complexity due to content depth and styling.,https://www.abbvie.com/science/independent-educational-grants/request-types.html,main_content_section,Content area,No matching block found in the AEM catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Site Header,Provides global navigation and branding elements.,M,1,Includes navigation and branding with potential accessibility requirements.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,global_header,Utility strip,Mapped successfully to 'Header' block.
Therapeutic Modalities &amp; Platforms | AbbVie,Hero Banner,Displays a prominent visual and introductory content.,M,1,Requires responsive design and visual hierarchy.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,hero_section,Hero image,Mapped successfully to 'Hero' block.
Therapeutic Modalities &amp; Platforms | AbbVie,Main Navigation,Provides site-wide navigation links.,M,1,Depth of navigation and accessibility considerations.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,navigation_menu,Primary navigation,No direct match found in the catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Content Area,Displays the main informational content.,M,1,Content management and layout.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,main_content,Body content,No direct match found in the catalog.
Therapeutic Modalities &amp; Platforms | AbbVie,Back to Top Button,Provides quick navigation to the top of the page.,S,1,Simple functionality with minimal design.,https://www.abbvie.com/science/areas-of-innovation/therapeutic-modalities-and-platforms.html,back_to_top_button,Utility button,No direct match found in the catalog.
Contact Center | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple static links and navigation structure.,https://www.abbvie.com/contact-center.html,global_utility_strip,Utility strip,No direct match found in the AEM catalog.
Contact Center | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,C,1,Complex structure due to dropdown and multi-level navigation.,https://www.abbvie.com/contact-center.html,primary_navigation,Main navigation,No direct match found in the AEM catalog.
Contact Center | AbbVie,Hero Section,Prominent section showcasing key visuals and messaging.,M,1,Includes visual elements with possible dynamic content.,https://www.abbvie.com/contact-center.html,hero_section,Hero banner,Mapped to 'Hero' in the AEM catalog.
Contact Center | AbbVie,Who We Are CTA,Highlights the 'Who We Are' section with a call-to-action button.,S,1,Simple static call-to-action element.,https://www.abbvie.com/contact-center.html,who_we_are_cta,CTA,No direct match found in the AEM catalog.
Contact Center | AbbVie,Science CTA,Highlights the 'Science' section with a call-to-action button.,S,1,Simple static call-to-action element.,https://www.abbvie.com/contact-center.html,science_cta,CTA,No direct match found in the AEM catalog.
AbbVie Inquiry | AbbVie,Global Utility Strip,Provides quick access links for user convenience.,S,1,Simple utility bar with minimal interaction.,https://www.abbvie.com/who-we-are/operating-with-integrity/transparency-in-payment/abbvie-inquiry.html,global_utility_strip,Utility strip,No matching catalog entry was found.
AbbVie Inquiry | AbbVie,Primary Navigation,Main navigation menu with dropdown capabilities.,M,1,Dropdown menus and potential deep navigation.,https://www.abbvie.com/who-we-are/operating-with-integrity/transparency-in-payment/abbvie-inquiry.html,primary_navigation,Main navigation,No matching catalog entry was found.
AbbVie Inquiry | AbbVie,Hero Section,Displays a prominent visual or message for the page.,S,1,Static hero image with basic styling and positioning.,https://www.abbvie.com/who-we-are/operating-with-integrity/transparency-in-payment/abbvie-inquiry.html,hero_section,Hero,Matched with 'Hero' block in catalog.
AbbVie Inquiry | AbbVie,Main Content,Holds the core content of the page.,M,1,General page content with potential dynamic elements.,https://www.abbvie.com/who-we-are/operating-with-integrity/transparency-in-payment/abbvie-inquiry.html,main_content,Content area,No matching catalog entry was found.
Jag Dosanjh | AbbVie,Global Navigation,Provides primary navigation links and branding for the site.,M,1,Includes deep navigation structure and branding elements.,https://www.abbvie.com/who-we-are/our-leaders/jag-dosanjh.html,global_navigation,Primary navigation,No direct match in AEM catalog for navigation blocks.
Jag Dosanjh | AbbVie,Main Content,"Displays the primary content of the page, including text and supporting visuals.",M,1,Handles diverse content types and visual elements.,https://www.abbvie.com/who-we-are/our-leaders/jag-dosanjh.html,main_content,Content block,No direct match in AEM catalog for content blocks.
Jag Dosanjh | AbbVie,Footer,"Contains site-wide links, copyright information, and additional navigation.",S,1,Relatively straightforward implementation for site-wide footer.,https://www.abbvie.com/who-we-are/our-leaders/jag-dosanjh.html,footer,Footer block,Mapped to AEM's Footer block with basic styling and fragment fetching.
Join AbbVie | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility strip with links.,https://www.abbvie.com/join-us.html,global_utility_strip,Utility strip,No direct match found in the AEM blocks catalog.
Join AbbVie | AbbVie,Primary Navigation,Main navigation menu with dropdowns for site sections.,M,1,Dropdown menus may require moderate implementation effort.,https://www.abbvie.com/join-us.html,primary_navigation,Main navigation,No direct match found in the AEM blocks catalog.
Students &amp; New Graduates | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Minimal interactive elements with low complexity.,https://www.abbvie.com/join-us/student-and-new-graduates.html,global_utility_strip,Utility strip,No matching AEM block found in catalog.
Students &amp; New Graduates | AbbVie,Primary Navigation,Main site navigation including dropdown menus for different sections.,C,1,Complex navigation structure with dropdowns and accessibility requirements.,https://www.abbvie.com/join-us/student-and-new-graduates.html,primary_navigation,Main navigation,No matching AEM block found in catalog.
Students &amp; New Graduates | AbbVie,Hero Section,Large banner image with a prominent heading and call-to-action link.,M,1,Standard hero block with moderate customization.,https://www.abbvie.com/join-us/student-and-new-graduates.html,hero_section,Hero image and CTA,Mapped to Hero block from catalog.
Students &amp; New Graduates | AbbVie,Who We Are Section,Details about the organization's principles and values.,M,1,Requires content structuring and styling.,https://www.abbvie.com/join-us/student-and-new-graduates.html,who_we_are_section,Organizational values presentation,No matching AEM block found in catalog.
Students &amp; New Graduates | AbbVie,Science Section,Information on scientific focus areas and innovations.,M,1,Content-heavy block with potential interactive elements.,https://www.abbvie.com/join-us/student-and-new-graduates.html,science_section,Scientific focus display,No matching AEM block found in catalog.
Students &amp; New Graduates | AbbVie,Patients Section,Resources and support information for patients.,M,1,Requires structured content delivery and user accessibility.,https://www.abbvie.com/join-us/student-and-new-graduates.html,patients_section,Patient resources,No matching AEM block found in catalog.
Sustainability | AbbVie,Global Utility Strip,"Provides quick access to contact information, subscription options, and links to group sites.",S,1,Simple utility navigation with links and static content.,https://www.abbvie.com/sustainability.html,global_utility_strip,Utility strip,Could not match to an official AEM block name.
Sustainability | AbbVie,Primary Navigation,"Main navigation menu for the website, allowing users to explore different sections.",M,1,Moderate complexity due to hierarchical navigation structure.,https://www.abbvie.com/sustainability.html,primary_navigation,Main navigation,Could not match to an official AEM block name.
Sustainability | AbbVie,Back to Top Button,Button allowing users to quickly return to the top of the page.,S,1,Simple button functionality with potential smooth scrolling.,https://www.abbvie.com/sustainability.html,back_to_top,Utility button,Could not match to an official AEM block name.
"Environmental, Social &amp; Governance | AbbVie",Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Limited functionality and low implementation overhead.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,global_utility_strip,Utility strip,No matching catalog entry found for this block.
"Environmental, Social &amp; Governance | AbbVie",Primary Navigation,Main navigation menu for the website.,M,1,Requires handling of hierarchical navigation and accessibility concerns.,https://www.abbvie.com/sustainability/environmental-social-and-governance.html,primary_navigation,Main navigation,No matching catalog entry found for this block.
Terms of Use | AbbVie,Site Header,Provides navigation and branding elements.,M,1,"Includes navigation and branding, requiring integration with site-wide elements.",https://www.abbvie.com/terms-of-use.html,global_header,Main navigation,Requires CSS and JS for layout and functionality.
Terms of Use | AbbVie,Primary Content,Displays the main content of the Terms of Use page.,S,1,Simple content display with minimal interactivity.,https://www.abbvie.com/terms-of-use.html,main_content,Terms of Use content,No matching AEM catalog block found.
United States | AbbVie,Global Header,Implements the global navigation and branding for the site.,M,1,"Includes navigation and branding elements, requiring responsive and accessible design.",https://www.abbvie.com/contact-center/locations/united-states.html,global_header,Main navigation,Includes CSS and JS for layout and interactivity.
United States | AbbVie,Hero Section,"Displays the primary promotional content, typically with an image and headline.",M,1,Requires precise layout and styling to highlight key content.,https://www.abbvie.com/contact-center/locations/united-states.html,hero_section,Main hero,Includes CSS and JS for styling and functionality.
United States | AbbVie,Who We Are Section,Highlights the company's identity and values.,S,1,Static informational content.,https://www.abbvie.com/contact-center/locations/united-states.html,who_we_are_section,Informational,No direct match in the AEM catalog.
United States | AbbVie,Science Section,Details the company's scientific achievements and focus areas.,S,1,Static informational content.,https://www.abbvie.com/contact-center/locations/united-states.html,science_section,Informational,No direct match in the AEM catalog.
United States | AbbVie,Patients Section,Provides resources and information for patients.,S,1,Static informational content.,https://www.abbvie.com/contact-center/locations/united-states.html,patients_section,Informational,No direct match in the AEM catalog.
"Latif Akintade, M.D. | AbbVie",Global Utility Strip,"Provides global links for contact, subscription, and group sites.",S,1,Simple navigation links without complex functionality.,https://www.abbvie.com/who-we-are/our-leaders/latif-akintade.html,global_utility_strip,Utility strip,No direct match found in AEM catalog.
"Latif Akintade, M.D. | AbbVie",Primary Navigation,Main navigation for the site including branding and mega-navigation.,C,1,Complex navigation structure often involving deep linking and accessibility requirements.,https://www.abbvie.com/who-we-are/our-leaders/latif-akintade.html,primary_navigation,Main navigation,No direct match found in AEM catalog.
"Latif Akintade, M.D. | AbbVie",Content Introduction,Introductory text providing context and purpose of the page.,S,1,Static content without dynamic or interactive elements.,https://www.abbvie.com/who-we-are/our-leaders/latif-akintade.html,content_intro,Page introduction,No direct match found in AEM catalog.
"Latif Akintade, M.D. | AbbVie",Call-to-Action Buttons,Interactive buttons guiding users to perform specific actions.,M,1,Interactive elements requiring styling and accessibility considerations.,https://www.abbvie.com/who-we-are/our-leaders/latif-akintade.html,cta_buttons,Button set,No direct match found in AEM catalog.
Robert A. Michael | AbbVie,Global Navigation,Provides primary navigation functionality across the site.,M,1,Ensures accessibility compliance and integrates with site-wide navigation structure.,https://www.abbvie.com/who-we-are/our-leaders/robert-michael.html,global_navigation,Main navigation,No exact match found in the AEM blocks catalog.
Robert A. Michael | AbbVie,Hero Banner,Highlights key page content with a visual and textual focus.,S,1,Basic styling and positioning for hero content.,https://www.abbvie.com/who-we-are/our-leaders/robert-michael.html,hero_section,Hero section,Matched with 'Hero' block in the AEM catalog.
Robert A. Michael | AbbVie,About Section,Provides an overview of the organization's mission and values.,S,1,Simple text content presentation.,https://www.abbvie.com/who-we-are/our-leaders/robert-michael.html,about_section,Text overview,No exact match found in the AEM blocks catalog.
Robert A. Michael | AbbVie,Call-to-Action Button,Encourages user engagement through actionable buttons.,S,1,Basic button functionality with potential for tracking user interaction.,https://www.abbvie.com/who-we-are/our-leaders/robert-michael.html,cta_button,Button,No exact match found in the AEM blocks catalog.
Robert A. Michael | AbbVie,Featured Card,Displays highlighted content in a card layout.,M,1,Includes responsive grid layout and image handling.,https://www.abbvie.com/who-we-are/our-leaders/robert-michael.html,featured_card,Card layout,Matched with 'Cards' block in the AEM catalog.
Why AbbVie | AbbVie,Utility Strip,"Provides quick links for contact, subscription, and group sites.",S,1,"Limited scope, primarily static links.",https://www.abbvie.com/join-us/why-abbvie.html,global_utility_strip,Utility strip,No direct match in the AEM catalog.
Why AbbVie | AbbVie,Primary Navigation,Main navigation for site sections with dropdown menus.,M,1,Dropdown functionality requires moderate implementation effort.,https://www.abbvie.com/join-us/why-abbvie.html,primary_navigation,Main navigation,No direct match in the AEM catalog.
Liz Shea | AbbVie,Global Header,Displays the main navigation and branding elements.,M,1,"Includes branding and navigation, likely requiring accessibility considerations.",https://www.abbvie.com/who-we-are/our-leaders/liz-shea.html,global_header,Utility strip,No exact match found in the AEM catalog.
Liz Shea | AbbVie,Hero Section,Highlights the main content with a prominent image and heading.,M,1,Prominent visual element with potential dynamic content.,https://www.abbvie.com/who-we-are/our-leaders/liz-shea.html,hero_section,Hero Banner,No exact match found in the AEM catalog.
Liz Shea | AbbVie,Primary Navigation,Provides the main site navigation links.,C,1,Deep navigation structure requiring accessibility and responsive design.,https://www.abbvie.com/who-we-are/our-leaders/liz-shea.html,primary_navigation,Main navigation,No exact match found in the AEM catalog.
Liz Shea | AbbVie,Main Content Area,"Contains the primary content of the page, including text and images.",M,1,Varied content types with potential for dynamic elements.,https://www.abbvie.com/who-we-are/our-leaders/liz-shea.html,main_content,Content,No exact match found in the AEM catalog.
Liz Shea | AbbVie,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple functionality with minimal interaction.,https://www.abbvie.com/who-we-are/our-leaders/liz-shea.html,back_to_top,Utility,No exact match found in the AEM catalog.
New Graduates &amp; Entry-Level positions | AbbVie,Global Utility Strip,"Provides global utilities such as contact, subscribe, and links to group sites.",S,1,Low complexity due to static links and simple styling.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,global_utility_strip,Utility strip,No matching catalog entry was found.
New Graduates &amp; Entry-Level positions | AbbVie,Primary Navigation,Main navigation menu with links to key site sections.,M,1,Medium complexity due to navigation depth and potential accessibility requirements.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,primary_navigation,Main navigation,No matching catalog entry was found.
New Graduates &amp; Entry-Level positions | AbbVie,Hero Section,Prominent hero section with a large image and heading to capture user attention.,M,1,Medium complexity due to dynamic content and visual impact.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,hero_section,Hero section,Matched catalog entry provides styling and JavaScript assets for implementation.
New Graduates &amp; Entry-Level positions | AbbVie,Who We Are Section,Highlights the company's principles and values.,S,1,Low complexity due to static text and simple styling.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,who_we_are_section,Informative section,No matching catalog entry was found.
New Graduates &amp; Entry-Level positions | AbbVie,Science Section,Showcases the company's scientific focus and innovations.,S,1,Low complexity due to static text and simple styling.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,science_section,Informative section,No matching catalog entry was found.
New Graduates &amp; Entry-Level positions | AbbVie,Patients Section,Provides information and support resources for patients.,M,1,Medium complexity due to potential interaction elements and accessibility considerations.,https://www.abbvie.com/join-us/student-and-new-graduates/new-graduates-and-entry-level-positions.html,patients_section,Informative section,No matching catalog entry was found.
"Nicholas Donoghoe, M.D. | AbbVie",Global Header,Represents the primary header with navigation and branding.,M,1,Includes branding and navigation elements.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,global_header,Header navigation,No direct catalog match found.
"Nicholas Donoghoe, M.D. | AbbVie",Hero Section,Main hero section featuring a large image and heading.,M,1,Includes image handling and responsive design.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,hero_section,Hero image with heading,Mapped to Hero block.
"Nicholas Donoghoe, M.D. | AbbVie",Primary Navigation,Main site navigation menu.,C,1,Deep navigation structure and accessibility requirements.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,primary_navigation,Site navigation,No direct catalog match found.
"Nicholas Donoghoe, M.D. | AbbVie",Content Introduction,Introductory text and links for the 'Who We Are' section.,S,1,Simple text and link layout.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,content_intro,Introductory text,No direct catalog match found.
"Nicholas Donoghoe, M.D. | AbbVie",Call-to-Action Button,Provides a link to the 'Who We Are' page.,S,1,Single button functionality.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,cta_button,CTA button,No direct catalog match found.
"Nicholas Donoghoe, M.D. | AbbVie",Card Grid,Grid layout showcasing stories and facts.,M,1,Requires responsive grid design and card styling.,https://www.abbvie.com/who-we-are/our-leaders/nicholas-donoghoe.html,card_grid,Card grid,Mapped to Cards block.
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Global Header,"The primary header containing the logo, navigation menu, and utility links.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,global_header,default,templateIds: tpl_80
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Hero Section,The hero section with a large image and introductory text.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,hero_section,default,templateIds: tpl_80
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Main Navigation,The main navigation menu with dropdowns and links to various sections.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,main_navigation,default,templateIds: tpl_80
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Content Introduction,Introductory text and links providing an overview of the page content.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,content_intro,default,templateIds: tpl_80
Our Commitment to Ethical and Responsible Use of Animals in Research | AbbVie,Related Links,A list of related links for further exploration.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/who-we-are/our-principles/positions-views/our-commitment-to-ethical-and-responsible-use-of-animals-in-research.html,related_links,default,templateIds: tpl_80
