Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Lessons from a lifelong journey with psoriasis | AbbVie,Science Metrics Card,Displays key science-related metrics in a concise format.,M,1,Requires dynamic data rendering and styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,science_dashboard_card,Metric display,Ensure data accuracy and styling consistency.,screenshots/blocks/science_dashboard_card__default.png
The story behind our $50 billion R&amp;D investment | AbbVie,Story Highlights,Highlights key stories or features in a card layout.,M,2,Card layout requires dynamic data integration and accessibility features.,https://www.abbvie.com/who-we-are/our-stories/the-story-behind-our-50-billion-rd-investment.html,story_highlights,Card layout,Consider dynamic data fetching and user engagement strategies.,screenshots/blocks/story_highlights__default.png
Real-world data rounds out value picture of drugs | AbbVie,Content Teaser Cards,Displays a grid of cards summarizing key content areas with links to detailed pages.,M,1,Medium complexity due to responsive grid layout and interactivity.,https://www.abbvie.com/who-we-are/our-stories/real-world-data-rounds-out-value-picture-drugs.html,content_teaser_cards,Card grid,Matched to catalog entry 'Cards'.,screenshots/blocks/content_teaser_cards__default.png
A history of discovery: Why we focus on challenging eye care diseases | AbbVie,Primary Call to Action,Encourages users to explore further content or actions.,S,2,Simple button functionality with basic styling.,https://www.abbvie.com/who-we-are/our-stories/a-history-discovery-why-we-focus-on-eye-cares-toughest-diseases.html,primary_cta,Call to action,This block was not matched to a specific AEM catalog entry.,screenshots/blocks/primary_cta__default.png
The blueprint of you: Unlocking the potential of whole genome sequencing | AbbVie,Content Teasers,Displays teasers for featured articles and stories.,M,1,Dynamic teaser content and layout adjustments.,https://www.abbvie.com/who-we-are/our-stories/the-blueprint-of-you-unlocking-potential-whole-genome-sequencing.html,content_teasers,Content previews,No catalog match; custom teaser layout likely.,screenshots/blocks/content_teasers__default.png
The math of migraine | AbbVie,Story Cards,Displays featured stories with images and descriptions.,M,1,Visual content layout with interactive elements.,https://www.abbvie.com/who-we-are/our-stories/the-math-of-migraine.html,story_highlight_cards,Featured stories,Mapped to 'Cards' in AEM catalog.,screenshots/blocks/story_highlight_cards__default.png
The math of migraine | AbbVie,Data Cards,Showcases statistics and achievements visually.,M,1,Requires dynamic data presentation with responsive design.,https://www.abbvie.com/who-we-are/our-stories/the-math-of-migraine.html,data_highlight_cards,Key statistics,Mapped to 'Cards' in AEM catalog.,screenshots/blocks/data_highlight_cards__default.png
What does it take to discover a new medicine? | AbbVie,Data Highlight Card,Card displaying key data points or statistics.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/who-we-are/our-stories/what-does-it-take-to-discover-a-new-medicine.html,data_highlight_card,default,templateIds: tpl_170,screenshots/blocks/data_highlight_card__default.png
How medicinal chemists are creating new weapons against autoimmune diseases | AbbVie,Story Content,Main content area presenting the detailed story or article.,S,2,Static content display with minimal interactive elements.,https://www.abbvie.com/who-we-are/our-stories/how-medicinal-chemists-are-creating-new-weapons-against-autoimmune-diseases.html,story_content,Content area,No direct mapping found in the AEM catalog.,screenshots/blocks/story_content__default.png
How medicinal chemists are creating new weapons against autoimmune diseases | AbbVie,Related Articles,Displays links to related articles or stories for further exploration.,M,1,Dynamic linking and potential integration with related content systems.,https://www.abbvie.com/who-we-are/our-stories/how-medicinal-chemists-are-creating-new-weapons-against-autoimmune-diseases.html,related_articles,Related links,No direct mapping found in the AEM catalog.,screenshots/blocks/related_articles__default.png
Making it migraine-friendly: Why we’re reimagining the workplace | AbbVie,Featured Cards,Displays cards with featured content and links.,M,1,"Requires dynamic rendering of cards, responsive design, and integration with content management.",https://www.abbvie.com/who-we-are/our-stories/making-it-migraine-friendly-why-were-reimagining-workplace.html,featured_cards,Card grid layout,Should maintain consistency with site design and branding.,screenshots/blocks/featured_cards__default.png
ChemBeads: improving artificial intelligence through human ingenuity | AbbVie,Site Header,Provides branding and primary navigation for the site.,M,1,Includes dynamic elements such as navigation menus and branding integration.,https://www.abbvie.com/who-we-are/our-stories/chembeads-improving-artificial-intelligence-through-human-ingenuity.html,header_navigation,Primary navigation,Ensure accessibility compliance for navigation and branding elements.,screenshots/blocks/header_navigation__default.png
"Injecting hope, one vaccine at a time | AbbVie",Related Content Cards,Displays cards linking to related stories or content.,M,1,Requires dynamic content linking and card layout.,https://www.abbvie.com/who-we-are/our-stories/injecting-hope-one-vaccine-at-a-time.html,related_content_cards,Content cards,No matching block found in the AEM catalog.,screenshots/blocks/related_content_cards__default.png
Profile Stories | AbbVie,Profile Stories Grid,Displays a grid of profile stories with images and descriptions.,C,1,High complexity due to dynamic content and layout management.,https://www.abbvie.com/who-we-are/our-stories/profile-stories.html,profile_stories_grid,Grid layout,No exact match found in the AEM catalog.,screenshots/blocks/profile_stories_grid__default.png
The value of education: From a dim reality to a bright future | AbbVie,Recognition Facts,Highlights key achievements and recognitions.,S,2,Static content display.,https://www.abbvie.com/who-we-are/our-stories/the-value-of-education-from-a-dim-reality-to-a-bright-future.html,recognition_facts,Achievements highlights,No matching catalog entry found.,screenshots/blocks/recognition_facts__default.png
The value of education: From a dim reality to a bright future | AbbVie,Science Highlights,Features key scientific stories and achievements.,M,1,Similar to story highlights but focused on science.,https://www.abbvie.com/who-we-are/our-stories/the-value-of-education-from-a-dim-reality-to-a-bright-future.html,science_highlights,Scientific stories,No matching catalog entry found.,screenshots/blocks/science_highlights__default.png
Working Parents 2023: Finding comfort in community | AbbVie,Main Story Content,Contains the primary article content and associated elements.,M,1,Primary content container with potential embedded media or text.,https://www.abbvie.com/who-we-are/our-stories/working-parents-2023-finding-comfort-in-community.html,main_story_content,Primary article content,No direct match found in catalog.,screenshots/blocks/main_story_content__default.png
Magnified featuring Nicholas Donoghoe | AbbVie,Card Grid Stories,Displays a grid of story cards with images and descriptions.,M,2,Moderate complexity due to dynamic card layout.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-nicholas-donoghoe.html,card_grid_stories,Story card grid,No catalog match found.,screenshots/blocks/card_grid_stories__default.png
Time is Hours | AbbVie,Story Card Grid,Grid displaying featured stories with images and descriptions.,M,1,Responsive grid layout and image handling.,https://www.abbvie.com/who-we-are/our-stories/time-is-hours.html,story_card_grid,Story grid,Optimize for mobile and desktop views.,screenshots/blocks/story_card_grid__default.png
How AbbVie Supports Employees Touched by Cancer | AbbVie,Main Content CTA,Displays call-to-action buttons and links.,M,1,Interactive elements requiring accessibility standards.,https://www.abbvie.com/who-we-are/our-stories/transforming-cancer-care-from-the-inside-out.html,main_content_cta,Subscribe,No matching catalog entry found.,screenshots/blocks/main_content_cta__default.png
Partnerships Stories | AbbVie,Primary Story Card,Displays a featured story with an image and description.,M,1,Involves card layout and responsive design.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,primary_story_card,Featured story card,Mapped using substring match for 'card'.,screenshots/blocks/primary_story_card__default.png
Partnerships Stories | AbbVie,Secondary Story Grid,Displays a grid of additional stories or features.,C,1,Requires grid layout and responsive design for multiple items.,https://www.abbvie.com/who-we-are/our-stories/partnerships-stories.html,secondary_story_grid,Story grid,Mapped using substring match for 'card'.,screenshots/blocks/secondary_story_grid__default.png
Bay Area Opportunities | AbbVie,Introduction Content,Text and buttons introducing the page's purpose.,M,2,Requires dynamic content handling and styling.,https://www.abbvie.com/join-us/bay-area-opportunities.html,intro_content,Introductory content,No matching block found in catalog.,screenshots/blocks/intro_content__default.png
Bay Area Opportunities | AbbVie,Carousel Gallery,Interactive image gallery showcasing the campus.,C,1,Interactive component with navigation and dynamic slides.,https://www.abbvie.com/join-us/bay-area-opportunities.html,carousel_gallery,Image carousel,Mapped to Carousel block from catalog.,screenshots/blocks/carousel_gallery__default.png
Bay Area Opportunities | AbbVie,Focus Areas,Highlights specific focus areas with supporting text and images.,M,1,Combination of text and images requiring responsive design.,https://www.abbvie.com/join-us/bay-area-opportunities.html,focus_areas,Content highlights,No matching block found in catalog.,screenshots/blocks/focus_areas__default.png
Bay Area Opportunities | AbbVie,Campus Tour CTA,Call-to-action for a virtual campus tour.,S,1,Simple call-to-action layout.,https://www.abbvie.com/join-us/bay-area-opportunities.html,campus_tour_cta,Call-to-action,No matching block found in catalog.,screenshots/blocks/campus_tour_cta__default.png
Cerevel is now part of AbbVie | AbbVie,Intro Text Block,Provides introductory context and a call-to-action.,S,2,Simple text and link functionality.,https://www.abbvie.com/cerevel.html,intro_text,Content block,Minimal interactive components.,screenshots/blocks/intro_text__default.png
Cerevel is now part of AbbVie | AbbVie,Neuroscience Info,Displays content related to neuroscience focus with visuals.,M,2,Combines text and images in a structured layout.,https://www.abbvie.com/cerevel.html,neuroscience_section,Content section,May include specific styling for thematic relevance.,screenshots/blocks/neuroscience_section__default.png
Celsius Therapeutics is now a part of AbbVie | AbbVie,Immunology Feature,Highlights immunology focus with visuals and text.,M,3,Content depth and visual integration.,https://www.abbvie.com/celsius-therapeutics.html,immunology_section,Content section,No direct mapping found in AEM catalog.,screenshots/blocks/immunology_section__default.png
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Navigation,Displays primary navigation links in the footer.,S,2,Simple footer navigation.,https://www.abbvie.com/celsius-therapeutics.html,footer_primary_links,Footer links,No direct mapping found in AEM catalog.,screenshots/blocks/footer_primary_links__default.png
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Social Links,Displays social media links in the footer.,S,2,Basic social media integration.,https://www.abbvie.com/celsius-therapeutics.html,footer_social_links,Social links,No direct mapping found in AEM catalog.,screenshots/blocks/footer_social_links__default.png
Celsius Therapeutics is now a part of AbbVie | AbbVie,Footer Legal Links,Displays legal and informational links in the footer.,S,2,Simple legal links.,https://www.abbvie.com/celsius-therapeutics.html,footer_legal_links,Legal links,No direct mapping found in AEM catalog.,screenshots/blocks/footer_legal_links__default.png
ImmunoGen is now part of AbbVie | AbbVie,Oncology Section,Highlights oncology-related initiatives and focus.,M,1,Requires structured layout for content presentation.,https://www.abbvie.com/immunogen.html,oncology_section,Content section,No direct match found in the AEM catalog.,screenshots/blocks/oncology_section__default.png
ImmunoGen is now part of AbbVie | AbbVie,Clinical Trials Section,Displays information related to clinical trials.,M,1,Involves integration of data and structured content.,https://www.abbvie.com/immunogen.html,clinical_trials_section,Information section,No direct match found in the AEM catalog.,screenshots/blocks/clinical_trials_section__default.png
Allergan is now part of AbbVie | AbbVie,Site Header,"Displays the main site header, including navigation and branding.",M,1,Requires integration of navigation elements and branding layout.,https://www.abbvie.com/allergan.html,header_chrome,Main navigation,Header includes utility and primary navigation.,screenshots/blocks/header_chrome__default.png
Capstan Therapeutics is now a part of AbbVie | AbbVie,Announcement Section,Highlights acquisition with headline and call-to-action.,M,1,"Combines text, links, and possibly dynamic content.",https://www.abbvie.com/capstan-therapeutics.html,announcement_section,Announcement,No direct match in AEM catalog.,screenshots/blocks/announcement_section__default.png
Available Programs | AbbVie,Programs List,List of available programs with links and descriptions.,S,1,Simple list structure with links.,https://www.abbvie.com/patients/patient-support/patient-assistance/available-programs.html,programs_list,List,Straightforward implementation.,screenshots/blocks/programs_list__default.png
Aliada Therapeutics is now part of AbbVie | AbbVie,Science Card,Displays scientific achievements in a card format.,M,1,Card layout with potential for interactive elements.,https://www.abbvie.com/aliada-therapeutics.html,science_card,Content card,Matched to 'Cards' in catalog.,screenshots/blocks/science_card__default.png
Income criteria | AbbVie,Card Section,Showcases featured content in a card format.,M,1,Includes responsive grid layout and styling.,https://www.abbvie.com/patients/patient-support/patient-assistance/income-criteria.html,card_section,Content cards,Optimized for displaying multiple content pieces visually.,screenshots/blocks/card_section__default.png
Two Lives Converge in the Fight Against Parkinson’s | AbbVie,Feature Card One,Highlights a specific feature or story.,M,1,Image and text integration with responsive design.,https://www.abbvie.com/who-we-are/our-stories/two-lives-converging-in-the-fight-against-parkinsons.html,feature_card_one,Feature card,Mapped to Cards block from catalog.,screenshots/blocks/feature_card_one__default.png
Two Lives Converge in the Fight Against Parkinson’s | AbbVie,Feature Card Two,Highlights another specific feature or story.,M,1,Image and text integration with responsive design.,https://www.abbvie.com/who-we-are/our-stories/two-lives-converging-in-the-fight-against-parkinsons.html,feature_card_two,Feature card,Mapped to Cards block from catalog.,screenshots/blocks/feature_card_two__default.png
Asian Leadership Network | AbbVie,Cookie Consent Banner,Informs users about cookie usage and allows consent management.,S,1,Basic functionality for user consent management.,https://www.abbvie.com/join-us/life-at-abbvie/employee-resource-groups/asian-leadership-network.html,cookie_consent,Cookie preferences,This block is not mapped to any catalog entry.,screenshots/blocks/cookie_consent__default.png
Reasonable Accommodations | AbbVie,Hero Section,Displays a prominent hero section with visual elements and introductory text.,M,1,Involves dynamic content and responsive layout.,https://www.abbvie.com/join-us/reasonable-accommodations.html,main_hero,Hero image with text,Ensure compatibility with various screen sizes and resolutions.,screenshots/blocks/main_hero__default.png
Lab of the Future | Transforming How We Discover | AbbVie,Utility Navigation,"Provides links for contact, subscription, and group sites.",S,1,"Simple navigation links, minimal accessibility concerns.",https://www.abbvie.com/science/our-people/lab-of-the-future.html,global_utilities,Utility strip,May require updates to accessibility attributes.,screenshots/blocks/global_utilities__default.png
Home | AbbVie,Introduction Paragraph,Provides introductory text content.,S,1,Text-only content with minimal styling.,https://www.abbvie.com/privacy.html,intro_paragraph,Introductory text,Ensure semantic HTML usage.,screenshots/blocks/intro_paragraph__default.png
Home | AbbVie,Three Column CTA,Displays multiple call-to-action elements in a grid format.,M,1,Requires layout responsiveness and hover states.,https://www.abbvie.com/privacy.html,three_column_cta,Call-to-action grid,Test across devices for layout consistency.,screenshots/blocks/three_column_cta__default.png
Home | AbbVie,Cookie Settings,Allows users to configure cookie preferences.,C,1,Includes form submission and data handling.,https://www.abbvie.com/privacy.html,cookie_settings,Cookie preferences,Ensure compliance with GDPR and other regulations.,screenshots/blocks/cookie_settings__default.png
Home | AbbVie,Search Functionality,Enables site content search.,C,1,Includes dynamic search and result display.,https://www.abbvie.com/privacy.html,search_functionality,Site search,Optimize search indexing and ensure accessibility.,screenshots/blocks/search_functionality__default.png
Home | AbbVie,Modal Disclaimer,Displays important disclaimers in a modal window.,M,1,Requires focus management and dynamic content loading.,https://www.abbvie.com/privacy.html,modal_disclaimer,Disclaimer modal,Test for accessibility compliance and keyboard navigation.,screenshots/blocks/modal_disclaimer__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",Global Utility Navigation,"Provides quick access links to key sections like Investors, News Center, and Patient Assistance.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,global_utility_navigation,default,templateIds: tpl_311,screenshots/blocks/global_utility_navigation__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",Breadcrumb Navigation,Displays the user's current location within the site hierarchy.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,breadcrumbs,default,templateIds: tpl_311,screenshots/blocks/breadcrumbs__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",Hero Banner,Prominent banner displaying a background image and page title.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,hero_banner,default,templateIds: tpl_311,screenshots/blocks/hero_banner__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Header,"Header section for the news page, including the title and navigation links.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_header,default,templateIds: tpl_311,screenshots/blocks/news_header__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Content,Main content area displaying the detailed news article.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_content,default,templateIds: tpl_311,screenshots/blocks/news_content__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Category Links,Links to related news categories.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_category,default,templateIds: tpl_311,screenshots/blocks/news_category__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Date,Displays the publication date of the news article.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_date,default,templateIds: tpl_311,screenshots/blocks/news_date__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Title,Title of the news article.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_title,default,templateIds: tpl_311,screenshots/blocks/news_title__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Toolbar,Toolbar with options like print and email for the news article.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_toolbar,default,templateIds: tpl_311,screenshots/blocks/news_toolbar__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",News Body,Main body content of the news article.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,news_body,default,templateIds: tpl_311,screenshots/blocks/news_body__default.png
"AbbVie Reports Third-Quarter 2025 Financial Results - Oct 31, 2025",Footer Contacts,Contact information for media and investors.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbvie.com/latest-earnings.html,footer_contacts,default,templateIds: tpl_311,screenshots/blocks/footer_contacts__default.png
Abbvie DSRM,Content Form,Handles user submissions for privacy inquiries.,C,1,"Involves form handling, validation, and potential integration with backend services.",https://www.abbvie.com/privacy-inquiry.html,content_form,Form submission,Mapped to AEM Form block.,screenshots/blocks/content_form__default.png
