Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Irvin A - AbbVie CF Scholarship,Back Button,Provides navigation back to the previous page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,cta_back_button,Navigation button,Could be a custom implementation.
Irvin A - AbbVie CF Scholarship,Profile Section,Displays user profile details.,M,1,Includes image and text layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,profile_section,Profile display,Could be a custom layout.
Irvin A - AbbVie CF Scholarship,Quote Display,Highlights a motivational quote.,S,1,Simple text styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,quote_section,Quote section,None
Irvin A - AbbVie CF Scholarship,Achievements Display,Lists achievements and educational background.,M,1,Structured content with potential lists.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,achievements_section,Achievements list,Could integrate with a dynamic content source.
Irvin A - AbbVie CF Scholarship,Artwork Showcase,Displays creative submissions.,M,1,Includes image and download functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,artwork_section,Artwork display,None
Irvin A - AbbVie CF Scholarship,Footer Links,Displays navigational and policy links.,S,1,Simple link display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,footer_links,Footer navigation,None
Irvin A - AbbVie CF Scholarship,Footer Legal,Displays legal disclaimers.,S,1,Static text content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,footer_legal,Legal text,None
Irvin A - AbbVie CF Scholarship,Back to Top Button,Provides quick navigation to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,back_to_top_button,Scroll button,None
Spice Up Your Dinner Menu,Utility Navigation,Provides quick access links and navigation for the user.,S,1,Simple header navigation with limited depth.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,global_utility_strip,Utility strip,Includes accessibility features such as skip navigation.
Spice Up Your Dinner Menu,Primary Navigation,Main navigation for site sections and pages.,M,1,Includes dropdowns and multi-level navigation.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,primary_navigation,Main navigation,Supports hierarchical navigation structure.
Spice Up Your Dinner Menu,Hero Section,Prominent section with headline and supporting visuals.,M,1,Requires responsive design and visual prominence.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,hero_section,Hero banner,Often includes call-to-action elements.
Spice Up Your Dinner Menu,Introduction Text,Provides context and overview for page content.,S,1,Simple text fragment with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,intro_text,Introductory content,Can be reused across pages.
Spice Up Your Dinner Menu,Recipe Cards Row,Displays recipe cards with images and links.,M,1,Includes interactive elements and responsive layout.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,recipe_cards_row_1,Card row,Supports dynamic content updates.
Spice Up Your Dinner Menu,Variety Section,Highlights dietary tips and importance of variety.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,variety_section,Content highlight,Can include images and text.
Spice Up Your Dinner Menu,Healthy Eating Section,Encourages healthy eating habits with visuals.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,healthy_eating_section,Content highlight,Supports educational messaging.
Spice Up Your Dinner Menu,Footer Links,Displays footer navigation links.,S,1,Simple list of links with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,footer_links,Footer navigation,Includes links to legal and informational resources.
Spice Up Your Dinner Menu,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Static text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,footer_legal_text,Legal text,Compliance-focused content.
Spice Up Your Dinner Menu,Back to Top Button,Provides a button for quick navigation to top of page.,S,1,Simple interactive element with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,back_to_top_button,Utility button,Enhances user navigation experience.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Utility Navigation,Provides quick access to contact and subscription links.,S,1,Simple navigation links without advanced functionality.,https://www.abbviecfcommitment.com/cfscholarship,global_utility_strip,Utility strip,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Main Navigation,Main site navigation for key sections.,M,1,Includes nested menus and accessibility requirements.,https://www.abbviecfcommitment.com/cfscholarship,primary_navigation,Primary navigation,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Hero Banner,Displays a large background image and text for page introduction.,M,1,Requires responsive design and dynamic content loading.,https://www.abbviecfcommitment.com/cfscholarship,hero_section,Hero section,Mapped to 'Hero' block from catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Information Cards,Presents scholarship details in a card layout.,M,1,Grid layout and dynamic data population.,https://www.abbviecfcommitment.com/cfscholarship,info_cards,Card layout,Mapped to 'Cards' block from catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Key Dates Display,Lists important application dates.,S,1,Static content display without dynamic interaction.,https://www.abbviecfcommitment.com/cfscholarship,key_dates,Key dates section,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Spotlight Section,Highlights program details or achievements.,M,1,Requires dynamic content and visual emphasis.,https://www.abbviecfcommitment.com/cfscholarship,spotlight_section,Spotlight content,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Contest Rules,Displays rules for the scholarship program.,S,1,Static text content without advanced functionality.,https://www.abbviecfcommitment.com/cfscholarship,contest_rules,Rules section,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Testimonial - Katie,Features a testimonial from a recipient.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship,testimonial_katie,Testimonial section,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Testimonial - Olivia,Features a testimonial from another recipient.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship,testimonial_olivia,Testimonial section,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,FAQ Section,Provides answers to frequently asked questions.,M,1,Accordion-style interaction for question and answer toggling.,https://www.abbviecfcommitment.com/cfscholarship,faq_section,FAQ section,No matching block found in the catalog.
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Footer,Displays site-wide links and legal information.,M,1,Requires fragment fetching and accessibility compliance.,https://www.abbviecfcommitment.com/cfscholarship,footer,Footer,Mapped to 'Footer' block from catalog.
Beef Taquitos,Utility Navigation,"Provides access to utility links such as accessibility, privacy, and contact information.",S,1,Straightforward navigation links without deep functionality.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,global_utility_navigation,Utility strip,Utility navigation not matched to AEM catalog blocks.
Beef Taquitos,Primary Navigation,Main site navigation with links to major sections.,M,1,Navigation with potential submenus and hierarchical structure.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,primary_navigation,Main navigation,Primary navigation not matched to AEM catalog blocks.
Beef Taquitos,Hero Section,Prominent section showcasing the main recipe with an image and introductory text.,M,1,Includes styling and potentially dynamic content.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,hero_section,Hero banner,Matched to AEM catalog block 'Hero'.
Beef Taquitos,Nutrition Information,"Displays nutritional details of the recipe, including servings and calories.",S,1,Static content display without interactive elements.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,nutrition_information,Nutrition details,Nutrition information not matched to AEM catalog blocks.
Beef Taquitos,Ingredients List,Lists the ingredients required for the recipe.,S,1,Simple list structure without complex interactions.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,ingredients_list,Ingredients,Ingredients list not matched to AEM catalog blocks.
Beef Taquitos,Instructions Section,Provides step-by-step instructions for preparing the recipe.,S,1,Static content display without interactive elements.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,instructions_section,Recipe instructions,Instructions section not matched to AEM catalog blocks.
Beef Taquitos,Related Recipes,Showcases other recipes related to the current one.,M,1,Dynamic content display with potential user interaction.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,related_recipes,Related items,Related recipes not matched to AEM catalog blocks.
Beef Taquitos,Footer,Contains site-wide footer links and legal information.,S,1,Static footer content with basic styling.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,footer,Footer region,Matched to AEM catalog block 'Footer'.
Beef Taquitos,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality without additional complexity.,https://www.abbviecfcommitment.com/recipes/dinner/beef-taquitos,back_to_top,Utility button,Back to Top button not matched to AEM catalog blocks.
Yummy Sweet Potato Bites,Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Simple navigation links with basic accessibility.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,global_utility_navigation,Utility strip,No known AEM catalog match.
Yummy Sweet Potato Bites,Primary Header,Displays the main branding and navigation elements of the site.,M,1,Includes branding and potentially complex navigation.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,primary_header,Main branding,No known AEM catalog match.
Yummy Sweet Potato Bites,Main Navigation,Contains the primary site navigation menu.,C,1,Deep navigation hierarchy and accessibility considerations.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,main_navigation,Primary navigation,No known AEM catalog match.
Yummy Sweet Potato Bites,Hero Section,Highlights the main content or feature of the page.,M,1,Visual and interactive elements with styling.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,hero_section,Hero banner,Matched to AEM catalog entry.
Yummy Sweet Potato Bites,Recipe Introduction,Introduces the recipe with a description and author information.,S,1,Simple text-based content.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,recipe_intro,Introductory text,No known AEM catalog match.
Yummy Sweet Potato Bites,Nutrition Information,Displays nutritional details for the recipe.,S,1,Static information display.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,nutrition_information,Nutrition details,No known AEM catalog match.
Yummy Sweet Potato Bites,Ingredients List,Lists the ingredients required for the recipe.,S,1,Simple list structure.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,ingredients_list,Ingredients,No known AEM catalog match.
Yummy Sweet Potato Bites,Instructions Section,Provides step-by-step instructions for preparing the recipe.,S,1,Sequential text content.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,instructions_section,Recipe steps,No known AEM catalog match.
Yummy Sweet Potato Bites,Related Recipes,Showcases related recipes for further exploration.,M,1,Dynamic content loading and display.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,related_recipes,Related content,No known AEM catalog match.
Yummy Sweet Potato Bites,Footer,Displays footer links and legal information.,S,1,Simple and static content.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,footer,Footer,Matched to AEM catalog entry.
Yummy Sweet Potato Bites,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Basic interaction functionality.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,back_to_top,Scroll utility,No known AEM catalog match.
Baked Potato Soup,Utility Navigation,"Provides quick access to utility links for contact, subscription, and group site navigation.",S,1,Limited functionality with basic links and navigation.,https://www.abbviecfcommitment.com/recipes/dinner/baked-potato-soup,utility_navigation,Utility strip,No direct match in catalog.
Baked Potato Soup,Primary Navigation,Main site navigation with dropdown menus and links to key sections.,M,1,Includes dropdowns and hierarchical navigation requiring additional styling and accessibility considerations.,https://www.abbviecfcommitment.com/recipes/dinner/baked-potato-soup,primary_navigation,Main navigation,No direct match in catalog.
Baked Potato Soup,Hero Section,Highlights main content with a large image and introductory text.,M,1,Requires integration of large visuals and prominent typography for branding.,https://www.abbviecfcommitment.com/recipes/dinner/baked-potato-soup,hero_section,Hero block,Matched to catalog entry 'Hero'.
Baked Potato Soup,Footer Links,"Contains footer navigation links like accessibility, terms of use, and privacy notice.",S,1,Simple navigation links requiring basic styling.,https://www.abbviecfcommitment.com/recipes/dinner/baked-potato-soup,footer_links,Footer navigation,Matched to catalog entry 'Footer'.
Baked Potato Soup,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Basic functionality for user convenience.,https://www.abbviecfcommitment.com/recipes/dinner/baked-potato-soup,back_to_top,Utility button,No direct match in catalog.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Utility Navigation,Provides links to utility pages.,S,1,Simple navigation links without advanced features.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,global_utility_navigation,Utility strip,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Primary Navigation,Main site navigation menu.,M,1,Includes dropdown and multi-level navigation.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,primary_navigation,Main navigation,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Hero Section,Highlights the main message or theme of the page.,M,1,Large image and heading with CSS and JS integration.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,hero_section,Hero banner,Matched to catalog entry 'Hero'.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Introduction Content,Provides an introduction to the topic.,S,1,Static text content without interactive elements.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,intro_content,Introductory text,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Tips Section,Lists practical tips for maintaining healthy habits.,M,1,Structured list with potential styling.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,tips_section,Tips list,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,External Habits Section,Discusses maintaining healthy habits outside the home.,S,1,Simple content layout.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,external_habits,External habits,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Footer Navigation,Contains links to legal and informational pages.,S,1,Simple footer links.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,footer_navigation,Footer navigation,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Static text content.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,footer_legal,Legal text,No matching catalog entry found.
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,back_to_top,Back to top,No matching catalog entry found.
Get Involved ­- CF organizations we love,Utility Navigation,Provides quick access links for user utility.,S,1,Simple navigation links without deep functionality.,https://www.abbviecfcommitment.com/get-involved,global_utility_strip,Utility strip,No matching AEM block found.
Get Involved ­- CF organizations we love,Primary Navigation,Main navigation links for site structure.,M,1,Includes hierarchical navigation with submenu support.,https://www.abbviecfcommitment.com/get-involved,primary_navigation,Main navigation,No matching AEM block found.
Get Involved ­- CF organizations we love,Hero Section,Prominent page introduction with emphasis on visuals.,S,1,Static content without interactive elements.,https://www.abbviecfcommitment.com/get-involved,hero_section,Hero banner,No matching AEM block found.
Get Involved ­- CF organizations we love,CF Organizations Intro,Introduction content about CF organizations.,S,1,Simple text content with no interactive features.,https://www.abbviecfcommitment.com/get-involved,cf_organizations_intro,Introductory text,No matching AEM block found.
Get Involved ­- CF organizations we love,Great Strides Initiative,Section highlighting the Great Strides initiative.,M,1,Includes call-to-action and visual elements.,https://www.abbviecfcommitment.com/get-involved,great_strides_section,Feature section,No matching AEM block found.
Get Involved ­- CF organizations we love,Boomer Esiason Foundation,Details about the Boomer Esiason Foundation.,M,1,Visuals and call-to-action elements included.,https://www.abbviecfcommitment.com/get-involved,boomer_esiason_section,Feature section,No matching AEM block found.
Get Involved ­- CF organizations we love,Footer,Site-wide footer with navigation and legal details.,S,1,Static footer links without interactivity.,https://www.abbviecfcommitment.com/get-involved,footer_section,Footer,No matching AEM block found.
Get Involved ­- CF organizations we love,Back to Top Button,Provides quick navigation to the top of the page.,S,1,Single button functionality.,https://www.abbviecfcommitment.com/get-involved,back_to_top_button,Utility button,No matching AEM block found.
Site map,Global Utility Strip,"Contains utility links such as contact, subscribe, and group sites.",M,1,Handles accessibility and multiple links.,https://www.abbviecfcommitment.com/site-map,global_utility_strip,Utility strip,No exact match found in the catalog.
Site map,Primary Navigation,Main site navigation with links to primary sections.,C,1,Deep navigation structure and accessibility.,https://www.abbviecfcommitment.com/site-map,primary_navigation,Main navigation,No exact match found in the catalog.
Site map,Hero Section,Prominent section with a title and background image.,M,1,Prominent visual element with potential for animations.,https://www.abbviecfcommitment.com/site-map,hero_section,Hero section,No exact match found in the catalog.
Site map,Sitemap Links,List of links representing the site map.,S,1,Simple list layout.,https://www.abbviecfcommitment.com/site-map,sitemap_links,Sitemap,No exact match found in the catalog.
Site map,Footer Links,Footer section containing links to policies and other resources.,M,1,Requires accessibility and responsive design.,https://www.abbviecfcommitment.com/site-map,footer_links,Footer links,No exact match found in the catalog.
Site map,Footer Legal Text,Legal disclaimers and copyright information.,S,1,Static content with minimal interaction.,https://www.abbviecfcommitment.com/site-map,footer_legal,Legal text,No exact match found in the catalog.
Bacon Cheese Quiche,Utility Navigation,Provides quick access to utility links and tools such as account management and search.,M,1,Includes accessibility features and potential integration with account systems.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,utility_navigation,Utility strip,Requires detailed analysis for accessibility compliance.
Bacon Cheese Quiche,Primary Navigation,Main site navigation menu for exploring different sections of the website.,C,1,Deep navigation hierarchy and accessibility requirements.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,primary_navigation,Main navigation,May involve megamenu functionality.
Bacon Cheese Quiche,Hero Section,"Highlights the main content or feature of the page, including a title and image.",M,1,Styling and layout considerations for large images and headings.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,hero_section,Hero banner,Requires responsive design and image optimization.
Bacon Cheese Quiche,Nutrition Information,"Displays nutritional details of the recipe, such as servings and calories.",S,1,Simple display of static data.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,nutrition_information,Nutrition details,May include optional dynamic data fetching.
Bacon Cheese Quiche,Ingredients List,Provides a checklist of ingredients required for the recipe.,S,1,Static list format with basic styling.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,ingredients_list,Ingredients checklist,Could include interactivity for marking items.
Bacon Cheese Quiche,Instructions Section,Lists step-by-step instructions for preparing the recipe.,S,1,Simple text content with potential for numbered lists.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,instructions_section,Recipe instructions,Requires clear formatting for readability.
Bacon Cheese Quiche,Related Recipes,Displays links to other recipes that are similar or complementary.,M,1,Dynamic content fetching and layout considerations.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,related_recipes,Related content,May involve recommendation algorithms.
Bacon Cheese Quiche,Footer,Contains site-wide footer links and legal information.,M,1,Includes multiple links and styling for site-wide consistency.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,footer,Footer navigation,May require integration with legal compliance systems.
Bacon Cheese Quiche,Back to Top,Provides a button to quickly scroll back to the top of the page.,S,1,Simple functionality with basic JavaScript for smooth scrolling.,https://www.abbviecfcommitment.com/recipes/breakfast/bacon-cheese-quiche,back_to_top,Scroll utility,Requires accessibility considerations for keyboard navigation.
Meal Planning &amp; Shopping With A Purpose,Global Utility Strip,Contains utility navigation links for quick access.,S,1,Simple utility navigation with limited interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,global_utility_strip,Utility strip,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Primary Navigation,Main site navigation providing access to key sections.,M,1,Main navigation with potential for multi-level menus.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,primary_navigation,Main navigation,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Hero Section,Prominent section at the top of the page with a title and introductory text.,M,1,Includes visual prominence and potential interactive elements.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,hero_section,Hero,Matched to 'Hero' block in the catalog.
Meal Planning &amp; Shopping With A Purpose,Introduction Content,Provides an introduction and overview of the page's main topic.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,intro_content,Introduction,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Tips Section,Lists practical tips for grocery shopping and meal planning.,S,1,Static list-based content.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,tips_section,Tips,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Nutrient-Rich Foods,Explains how to shop for nutrient-rich foods and their benefits.,S,1,Educational content with basic layout.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,nutrient_rich_foods,Educational,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Vitamins Table,Displays information about various vitamins and their benefits.,M,1,Structured data presentation with potential for interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,vitamins_table,Table,No matching block found in the catalog.
Meal Planning &amp; Shopping With A Purpose,Footer Section,"Contains footer links, legal text, and other site-wide information.",M,1,Includes multiple content types and site-wide functionality.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,footer_section,Footer,Matched to 'Footer' block in the catalog.
Meal Planning &amp; Shopping With A Purpose,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple interactive element with fixed positioning.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,back_to_top,Back to Top,No matching block found in the catalog.
How to stay healthy living with Cystic Fibrosis (CF),Utility Navigation,Provides quick access to utility links and features like search and user account.,S,1,Simple navigation primarily focused on utility links without deep nesting.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,utility_navigation,Utility strip,No direct match found in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Primary Navigation,Main navigation menu for site sections and pages.,M,1,Includes potential dropdowns and multiple layers of navigation.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,primary_navigation,Main navigation,No direct match found in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Hero Section,Prominent section highlighting the main theme or message of the page.,M,1,Requires styling for visual prominence and potential interactive elements.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,hero_section,Hero image with text,Matched with 'Hero' in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Introductory Content,Provides an introduction to the page content and its purpose.,S,1,Simple content block with introductory text.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,intro_content,Introduction text,No direct match found in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Tips Section,Offers practical advice and tips related to the page topic.,S,1,Straightforward content presentation without complex features.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,tips_section,Tips segment,No direct match found in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Vitamins Section,Details the importance of vitamins for individuals with CF.,S,1,Simple text and potentially image-based content block.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,vitamins_section,Information segment,No direct match found in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Footer,"Contains site-wide links, legal information, and contact details.",M,1,Includes multiple links and styling for global use.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,footer,Site footer,Matched with 'Footer' in catalog.
How to stay healthy living with Cystic Fibrosis (CF),Back to Top,Provides a button to quickly scroll back to the top of the page.,S,1,Simple interactive component with minimal styling.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,back_to_top,Scroll-to-top button,No direct match found in catalog.
Chicken Tortilla Soup,Global Utility Navigation,"Provides utility links such as contact, accessibility, and site navigation options.",M,1,Includes accessibility features and links requiring structured implementation.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,global_utility_navigation,Utility strip,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Primary Navigation,Main site navigation menu for accessing different sections and pages.,C,1,Deep navigation structure with potential dynamic elements.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,primary_navigation,Main navigation,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Hero Section,Highlights the main recipe with an image and introductory text.,M,1,Requires image handling and text overlay.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,hero_section,Hero,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Nutrition Information,Displays nutritional details of the recipe.,S,1,Simple display of static information.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,nutrition_information,Nutrition facts,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Ingredients List,Lists the ingredients required for the recipe.,S,1,Static list rendering.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,ingredients_list,Ingredients,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Recipe Tips,Provides additional cooking tips and notes.,S,1,Static content display.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,recipe_tips,Tips,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Instructions Section,Step-by-step instructions for preparing the recipe.,M,1,Sequential content requiring clear formatting.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,instructions_section,Instructions,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Related Recipes,Displays links to related recipes.,M,1,Dynamic linking to related content.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,related_recipes,Related links,No matching AEM catalog block found for this feature.
Chicken Tortilla Soup,Footer Section,Contains footer links and legal information.,M,1,Dynamic content with styling and script dependencies.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,footer_section,Footer,Matched to AEM catalog block 'Footer'.
Chicken Tortilla Soup,Back to Top Button,Allows users to quickly scroll back to the top of the page.,S,1,Simple interactive functionality.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,back_to_top,Back to Top,No matching AEM catalog block found for this feature.
Madison L - AbbVie CF Scholarship,Global Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Limited scope with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,global_utility_navigation,Utility strip,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Primary Header,Displays the main logo and primary navigation menu.,M,1,Includes branding and primary navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,primary_header,Main navigation,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Main Navigation,Contains the primary navigation links for the site.,M,1,Handles hierarchical navigation structure.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,main_navigation,Primary navigation,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Hero Section,Highlights the main message or theme of the page.,M,1,Requires responsive design and high visual impact.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,hero_section,Hero banner,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,CTA Back Button,Provides a link to navigate back to the previous page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,cta_back_button,Back button,No exact match found in AEM catalog.
Madison L - AbbVie CF Scholarship,Profile Section,Displays the profile information and image of the scholar.,M,1,Combines textual and visual content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/madison-l,profile_section,Profile display,No exact match found in AEM catalog.
